text,cleaned_text,rating,sentiment_label,tokens_word,tokens_subword
"Hàng đẹp, sài oke. Không có chỗ nào chê. Shop uy tín, giao hàng nhanh. Mình sẽ ủng hộ shop nữa.","hàng đẹp , dùng oke . không có chỗ nào chê . shop uy_tín , giao hàng nhanh . mình sẽ ủng_hộ shop nữa .",5,tích cực,"hàng đẹp , dùng oke . không có chỗ nào chê . shop uy_tín , giao hàng nhanh . mình sẽ ủng_hộ_shop nữa .","hàng đẹp , dùng o@@ ke . không có chỗ nào chê . shop uy_tín , giao hàng nhanh . mình sẽ ủng_hộ shop nữa ."
Sản phảm tốt giao hàng nhanh chắc chắn chx dùng nên ko biết chất lượng như nào mà cho 5* trc đã kakak,sản phảm tốt giao hàng nhanh chắc_chắn chx dùng nên không biết chất_lượng lượng như nào mà cho 5 trc đã kakak,5,tích cực,sản phảm tốt giao hàng nhanh chắc_chắn chx dùng nên không biết chất_lượng_lượng như nào mà cho 5 trc đã kakak,sản ph@@ ảm tốt giao hàng nhanh chắc_chắn ch@@ x dùng nên không biết chất_lượng lượng như nào mà cho 5 tr@@ c đã k@@ ak@@ ak
Đóng gói cẩn thận giao hàng cũng nhanh chưa sử dụng nên chưa biết như nào nếu ôkeee sẽ ủng hộ shopp lâu dài,đóng_gói cẩn_thận giao hàng cũng nhanh chưa sử_dụng nên chưa biết như nào nếu ôke sẽ ủng_hộ shopp lâu_dài,5,tích cực,đóng_gói cẩn_thận giao hàng cũng nhanh chưa sử_dụng nên chưa biết như nào nếu ôke sẽ ủng_hộ shopp lâu_dài,đóng_gói cẩn_thận giao hàng cũng nhanh chưa sử_dụng nên chưa biết như nào nếu ô@@ ke sẽ ủng_hộ sho@@ pp lâu_dài
Chất lượng sản phẩm khá oke. Giao hàng nhanh . Tặng shop 5* nhé,chất_lượng lượng sản_phẩm khá oke . giao hàng nhanh . tặng shop 5 nhé,5,tích cực,chất_lượng lượng sản_phẩm khá oke . giao hàng nhanh . tặng shop 5 nhé,chất_lượng lượng sản_phẩm khá o@@ ke . giao hàng nhanh . tặng shop 5 nhé
Đóng gói săn chắn. Quá đẹp. Đẹp mà rẻ. Hơn cả mong đợi. Giao hàng nhanh.,đóng_gói săn_chắn . quá đẹp . đẹp mà rẻ . hơn cả mong_đợi . giao hàng nhanh .,5,tích cực,đóng_gói săn_chắn . quá đẹp . đẹp mà rẻ . hơn cả mong_đợi . giao hàng nhanh .,đóng_gói săn_@@ chắn . quá đẹp . đẹp mà rẻ . hơn cả mong_đợi . giao hàng nhanh .
"Chất lượng sản phẩm:ok Đúng với mô tả:ok Dây sạc rất ok sạc được mà nó hơi lag khi vừa bấm vừa sạc thui Bản lĩnh” – hai từ thật đơn giản nhưng bạn biết không, hàm chứa trong đó là cả một quá trình quyết tâm kiên cường không ngại gian khổ. Giống như một chiếc áo giáp được tôi luyện từ những nguyên liệu bền vững nhất, bản lĩnh giúp ta không còn phải lo sợ trước những cơn gió to hay những ngọn sóng dữ. Vậy bản lĩnh là gì? Bản lĩnh là khả năng giải quyết mọi chuyện một cách bình tĩnh, thông minh và tỉnh táo. Người bản lĩnh là người dám đương đầu với khó khăn gian khổ. Thất bại, tự họ sẽ đứng lên. Cay đắng họ sẽ làm cho mọi thứ ngọt ngào. Họ dám làm những điều lớn lao, kỳ vĩ, xoay trời chuyển đất. Ở những người có bản lĩnh, họ luôn có trái tim đầy lý trí; có lòng quyết tâm cao độ với một lòng can đảm cùng với một nghị lực, ý chí mạnh mẽ. Họ sẵn sàng đương đầu với thử thách. Ở họ, ta luôn tìm thấy cái kiên định nơi đáy mắt và một nụ cười biểu trưng cho sự tự tin. Các cầu thủ U23 Việt Nam làm nên kỳ tích trước các đối thủ lớn về thể hình, mạnh về tốc độ như Uzơ-bê –kit- tan, I-rắc, Quata cũng là nhờ vào bản lĩnh. Người bản lĩnh, họ sẽ được mọi người yêu quý, tin cậy; bản thân họ cũng sẽ hiểu được sứ mệnh của mình là chỗ dựa tinh thần cho người khác. Vì vậy, người bản lĩnh là người dám nghĩ, dám làm và dám thành công. Tuy nhiên cũng có những người vừa mới thấy nhấp nhô gợn sóng đã vội vã buông tay chèo, dễ dàng chấp nhận thất bại. Chắc chắn một điều rằng, những kẻ ấy vĩnh viễn không thể tự khẳng định vị trí của mình trong xã hội, mãi mãi chỉ có thể sống dưới cái bóng của kẻ khác. Và bạn ơi, bản lĩnh khởi đầu như thế đấy! Khoan nói đến những thành quả mà bản lĩnh đem lại, chỉ nói riêng đến quá trình rèn luyện thôi cũng đã được xem là một thành tựu rồi. Đến đây, tôi chợt nhớ đến bông bồ công anh mạnh mẽ nương mình theo gió để vươn đến những chân trời cao xa. Ngay cả loài hoa mong manh nhỏ bé còn có thể tự luyện cho mình bản lĩnh, vậy còn bạn? Bạn có chấp nhận kiếp sống còn thua kém cả một loài hoa?","chất_lượng lượng sản_phẩm ok đúng với mô_tả ok dây_sạc rất ok_sạc được mà nó hơi lag khi vừa bấm vừa sạc thui bản_lĩnh hai từ thật đơn_giản nhưng bạn biết không , hàm_chứa trong đó là cả một quá_trình quyết_tâm kiên_cường không ngại gian_khổ . giống như một chiếc áo_giáp được tôi luyện từ những nguyên_liệu bền_vững nhất , bản_lĩnh giúp ta không còn phải lo_sợ trước những cơn gió to hay những ngọn sóng dữ . vậy bản_lĩnh là gì ? bản_lĩnh là khả_năng giải_quyết mọi chuyện một_cách bình_tĩnh , thông_minh và tỉnh_táo . người bản_lĩnh là người dám đương_đầu với khó_khăn gian_khổ . thất_bại , tự họ sẽ đứng lên . cay_đắng họ sẽ làm cho mọi thứ ngọt_ngào . họ dám làm những điều lớn_lao , kỳ_vĩ , xoay_trời chuyển đất . ở những người có bản_lĩnh , họ luôn có trái_tim đầy lý_trí có lòng quyết_tâm cao_độ với một_lòng can_đảm cùng với một nghị_lực , ý_chí mạnh_mẽ . họ sẵn_sàng đương_đầu với thử_thách . ở họ , ta luôn tìm thấy cái kiên_định nơi đáy mắt và một nụ cười biểu_trưng cho sự tự_tin . các cầu_thủ u23 việt_nam làm_nên kỳ_tích trước các đối_thủ lớn về thể_hình , mạnh về tốc_độ như uzơ_bê kit_tan , i_rắc , quata cũng là nhờ vào bản_lĩnh . người bản_lĩnh , họ sẽ được mọi người_yêu quý , tin_cậy bản_thân họ cũng sẽ hiểu được sứ_mệnh của mình là chỗ dựa tinh_thần cho người khác . vì_vậy , người bản_lĩnh là người dám nghĩ , dám làm và dám thành_công . tuy_nhiên cũng có những người vừa_mới thấy nhấp_nhô gợn sóng đã vội_vã buông tay chèo , dễ_dàng chấp_nhận thất_bại . chắc_chắn một điều rằng , những kẻ ấy vĩnh_viễn không_thể tự khẳng_định vị_trí của mình trong xã_hội , mãi_mãi chỉ có_thể sống dưới cái bóng của kẻ khác . và bạn ơi , bản_lĩnh khởi_đầu như_thế đấy !_khoan nói đến những thành_quả mà bản_lĩnh đem lại , chỉ nói_riêng đến quá_trình rèn_luyện thôi cũng đã được xem là một thành_tựu rồi . đến đây , tôi chợt nhớ đến bông bồ_công anh mạnh_mẽ nương mình theo gió để vươn đến những chân_trời cao_xa . ngay cả loài hoa mong_manh nhỏ_bé còn có_thể tự_luyện cho mình bản_lĩnh , vậy còn bạn ? bạn có chấp_nhận kiếp sống_còn thua_kém cả một loài hoa ?",5,tích cực,"chất_lượng lượng sản_phẩm ok đúng với mô_tả ok dây_sạc rất ok_sạc được mà nó hơi lag khi vừa bấm vừa sạc thui bản_lĩnh hai từ thật đơn_giản nhưng bạn biết không , hàm_chứa trong đó là cả một quá_trình quyết_tâm kiên_cường không ngại_gian_khổ . giống như một chiếc áo_giáp được tôi luyện từ những nguyên_liệu bền_vững nhất , bản_lĩnh giúp ta không còn phải lo_sợ trước những cơn gió to hay những ngọn sóng dữ . vậy bản_lĩnh là gì ?_bản_lĩnh là khả_năng_giải_quyết mọi chuyện một_cách_bình_tĩnh , thông_minh và tỉnh_táo . người bản_lĩnh là người dám đương_đầu với khó_khăn gian_khổ . thất_bại , tự họ sẽ đứng lên . cay_đắng họ sẽ làm cho mọi thứ ngọt_ngào . họ dám làm những điều lớn_lao , kỳ_vĩ , xoay_trời chuyển đất . ở những người có bản_lĩnh , họ luôn có trái_tim đầy lý_trí có lòng quyết_tâm_cao_độ với một_lòng can_đảm cùng với một nghị_lực , ý_chí_mạnh_mẽ . họ sẵn_sàng đương_đầu với thử_thách . ở họ , ta luôn tìm thấy cái kiên_định nơi đáy mắt và một nụ cười biểu_trưng cho sự tự_tin . các cầu_thủ u23 việt_nam làm_nên kỳ_tích trước các đối_thủ lớn về thể_hình , mạnh về tốc_độ như uzơ_bê kit_tan , i_rắc , quata cũng là nhờ vào bản_lĩnh . người bản_lĩnh , họ sẽ được mọi người_yêu quý , tin_cậy_bản_thân họ cũng sẽ hiểu được sứ_mệnh của mình là chỗ dựa tinh_thần cho người khác . vì_vậy , người bản_lĩnh là người dám nghĩ , dám làm và dám thành_công . tuy_nhiên cũng có những người vừa_mới thấy nhấp_nhô_gợn sóng đã vội_vã buông tay chèo , dễ_dàng chấp_nhận thất_bại . chắc_chắn một điều rằng , những kẻ ấy vĩnh_viễn không_thể tự khẳng_định_vị_trí của mình trong xã_hội , mãi_mãi chỉ có_thể sống dưới cái bóng của kẻ khác . và bạn ơi , bản_lĩnh khởi_đầu như_thế đấy !__khoan nói đến những thành_quả mà bản_lĩnh đem lại , chỉ nói_riêng đến quá_trình rèn_luyện thôi cũng đã được xem là một thành_tựu rồi . đến đây , tôi chợt nhớ đến bông bồ_công anh mạnh_mẽ nương mình theo gió để vươn đến những chân_trời cao_xa . ngay cả loài hoa mong_manh nhỏ_bé còn có_thể tự_luyện cho mình bản_lĩnh , vậy còn bạn ? bạn có chấp_nhận kiếp sống_còn thua_kém cả một loài hoa ?","chất_lượng lượng sản_phẩm ok đúng với mô_tả ok dây_@@ sạc rất ok@@ _s@@ ạc được mà nó hơi lag khi vừa bấm vừa sạc thui bản_lĩnh hai từ thật đơn_giản nhưng bạn biết không , hàm_chứa trong đó là cả một quá_trình quyết_tâm kiên_cường không ngại gian_khổ . giống như một chiếc áo_giáp được tôi luyện từ những nguyên_liệu bền_vững nhất , bản_lĩnh giúp ta không còn phải lo_sợ trước những cơn gió to hay những ngọn sóng dữ . vậy bản_lĩnh là gì ? bản_lĩnh là khả_năng giải_quyết mọi chuyện một_cách bình_tĩnh , thông_minh và tỉnh_táo . người bản_lĩnh là người dám đương_đầu với khó_khăn gian_khổ . thất_bại , tự họ sẽ đứng lên . cay_đắng họ sẽ làm cho mọi thứ ngọt_ngào . họ dám làm những điều lớn_lao , kỳ_vĩ , xoay_tr@@ ời chuyển đất . ở những người có bản_lĩnh , họ luôn có trái_tim đầy lý_trí có lòng quyết_tâm cao_độ với một_lòng can_đảm cùng với một nghị_lực , ý_chí mạnh_mẽ . họ sẵn_sàng đương_đầu với thử_thách . ở họ , ta luôn tìm thấy cái kiên_định nơi đáy mắt và một nụ cười biểu_trưng cho sự tự_tin . các cầu_thủ u@@ 23 việt_@@ nam làm_nên kỳ_tích trước các đối_thủ lớn về thể_hình , mạnh về tốc_độ như uz@@ ơ_@@ bê ki@@ t_t@@ an , i_@@ rắc , qu@@ ata cũng là nhờ vào bản_lĩnh . người bản_lĩnh , họ sẽ được mọi người_yêu quý , tin_cậy bản_thân họ cũng sẽ hiểu được sứ_mệnh của mình là chỗ dựa tinh_thần cho người khác . vì_vậy , người bản_lĩnh là người dám nghĩ , dám làm và dám thành_công . tuy_nhiên cũng có những người vừa_mới thấy nhấp_nhô gợn sóng đã vội_vã buông tay chèo , dễ_dàng chấp_nhận thất_bại . chắc_chắn một điều rằng , những kẻ ấy vĩnh_viễn không_thể tự khẳng_định vị_trí của mình trong xã_hội , mãi_mãi chỉ có_thể sống dưới cái bóng của kẻ khác . và bạn ơi , bản_lĩnh khởi_đầu như_thế đấy !@@ _@@ khoan nói đến những thành_quả mà bản_lĩnh đem lại , chỉ nói_riêng đến quá_trình rèn_luyện thôi cũng đã được xem là một thành_tựu rồi . đến đây , tôi chợt nhớ đến bông bồ_@@ công anh mạnh_mẽ nương mình theo gió để vươn đến những chân_trời cao_@@ xa . ngay cả loài hoa mong_manh nhỏ_bé còn có_thể tự@@ _luyện cho mình bản_lĩnh , vậy còn bạn ? bạn có chấp_nhận kiếp sống_còn thua_kém cả một loài hoa ?"
"Shop làm ăn rất chất lượng từ sản phẩm đến dịch vụ, hứa ủng hộ shop lâu dài nè","shop làm_ăn rất chất_lượng lượng từ sản_phẩm đến dịch_vụ , hứa ủng_hộ shop lâu_dài nè",5,tích cực,"shop làm_ăn rất chất_lượng_lượng từ sản_phẩm đến dịch_vụ , hứa ủng_hộ shop lâu_dài nè","shop làm_ăn rất chất_lượng lượng từ sản_phẩm đến dịch_vụ , hứa ủng_hộ shop lâu_dài nè"
Chất lượng sản phẩm:tốt với giá Tính năng nổi bật:chất lượng âm thanh tốt,chất_lượng lượng sản_phẩm tốt với giá tính_năng nổi_bật chất_lượng lượng âm_thanh tốt,5,tích cực,chất_lượng lượng sản_phẩm tốt với giá tính_năng nổi_bật chất_lượng_lượng âm_thanh tốt,chất_lượng lượng sản_phẩm tốt với giá tính_năng nổi_bật chất_lượng lượng âm_thanh tốt
"Sản phẩm tốt đẹp ơi là đẹp, mua lúc sale nên rất hời, sẽ mua thêm ạ.","sản_phẩm tốt_đẹp ơi là đẹp , mua lúc sale nên rất hời , sẽ mua thêm ạ .",5,tích cực,"sản_phẩm tốt_đẹp ơi là đẹp , mua lúc sale nên rất hời , sẽ mua thêm ạ .","sản_phẩm tốt_đẹp ơi là đẹp , mua lúc sale nên rất hời , sẽ mua thêm ạ ."
"Giá siêu rẻ, nhận hàng hài lòng luôn. Này ra ngoài mua giá cao hơn nhiều.","giá siêu_rẻ , nhận hàng hài_lòng luôn . này ra ngoài mua giá cao hơn nhiều .",5,tích cực,"giá siêu_rẻ , nhận hàng hài_lòng luôn . này ra ngoài mua giá cao hơn nhiều .","giá siêu_@@ rẻ , nhận hàng hài_lòng luôn . này ra ngoài mua giá cao hơn nhiều ."
"Hàng đúng mô tả, dùng ok - độ bền thì chưa biết. Hiện tại thấy hài lòng với sp","hàng đúng mô_tả , dùng ok_độ bền thì chưa biết . hiện_tại thấy hài_lòng với sp",5,tích cực,"hàng đúng mô_tả , dùng ok_độ_bền thì chưa biết . hiện_tại thấy hài_lòng với sp","hàng đúng mô_tả , dùng o@@ k_@@ độ bền thì chưa biết . hiện_tại thấy hài_lòng với sp"
Âm thanh nghe rất hay,âm_thanh nghe rất hay,5,tích cực,âm_thanh nghe rất hay,âm_thanh nghe rất hay
"Lên mua ủng hộ shop, quá ưng ý. Cảm ơn shop. Yêu yêu yêu. Đánh giá cho shop nhiều sao nha.","lên mua ủng_hộ shop , quá ưng_ý . cảm_ơn shop . yêu yêu yêu . đánh_giá cho shop nhiều sao nha .",5,tích cực,"lên mua ủng_hộ_shop , quá ưng_ý . cảm_ơn shop . yêu yêu yêu . đánh_giá cho shop nhiều sao nha .","lên mua ủng_hộ shop , quá ưng_ý . cảm_ơn shop . yêu yêu yêu . đánh_giá cho shop nhiều sao nha ."
"Shop bán như thế này là quá đỉnh. Để lưu shop lại, mai mốt có gì mua tiếp nữa nhé. Quá là oke luôn.","shop bán như thế_này là quá đỉnh . để lưu_shop lại , mai_mốt có gì mua tiếp nữa nhé . quá là oke luôn .",5,tích cực,"shop bán như thế_này là quá đỉnh . để lưu_shop lại , mai_mốt có gì mua tiếp nữa nhé . quá là oke luôn .","shop bán như thế_này là quá đỉnh . để lưu_@@ shop lại , mai_@@ mốt có gì mua tiếp nữa nhé . quá là o@@ ke luôn ."
shop giao thiếu nhưng đã xử lí oke uy tín,shop giao thiếu nhưng đã xử_lí oke uy_tín,5,tích cực,shop giao thiếu nhưng đã xử_lí oke uy_tín,shop giao thiếu nhưng đã xử_lí o@@ ke uy_tín
"shop chuẩn bị hàng rất nhanh, chỗ mình gần chỉ cần 1 ngày là giao tới, sản phẩm cũng rất chất lượng với tầm giá","shop chuẩn_bị hàng rất nhanh , chỗ mình gần chỉ cần 1 ngày là giao tới , sản_phẩm cũng rất chất_lượng lượng với tầm giá",5,tích cực,"shop chuẩn_bị hàng rất nhanh , chỗ mình gần chỉ cần 1 ngày là giao tới , sản_phẩm cũng rất chất_lượng_lượng với tầm giá","shop chuẩn_bị hàng rất nhanh , chỗ mình gần chỉ cần 1 ngày là giao tới , sản_phẩm cũng rất chất_lượng lượng với tầm giá"
Hàng rất đẹp giao hàng nhanh chưa test nên chưa biết sẽ ra sao mong sẽ ổn đúng hàng nếu ok sẽ ủng hộ shop tiep,hàng rất đẹp giao hàng nhanh chưa test nên chưa biết sẽ ra sao mong sẽ ổn đúng hàng nếu ok sẽ ủng_hộ shop tiep,5,tích cực,hàng rất đẹp giao hàng nhanh chưa test nên chưa biết sẽ ra sao mong sẽ ổn đúng hàng nếu ok sẽ ủng_hộ shop tiep,hàng rất đẹp giao hàng nhanh chưa test nên chưa biết sẽ ra sao mong sẽ ổn đúng hàng nếu ok sẽ ủng_hộ shop ti@@ ep
đã nhận được hàng của shop shop giao hàng đúng mẫu như hình ảnh. Cho shop 5* mong là hàng xài được lâu dài,đã nhận được hàng của shop shop giao hàng đúng mẫu như hình_ảnh . cho shop 5 mong là hàng dùng được lâu_dài,5,tích cực,đã nhận được hàng của shop shop giao hàng đúng mẫu như hình_ảnh . cho shop 5 mong là hàng dùng được lâu_dài,đã nhận được hàng của shop shop giao hàng đúng mẫu như hình_ảnh . cho shop 5 mong là hàng dùng được lâu_dài
giao hàng nhanh sản phẩm đẹp lắm nhưng chưa sử dụng nên chưa biết như thế nào,giao hàng nhanh sản_phẩm đẹp lắm nhưng chưa sử_dụng nên chưa biết như_thế_nào,5,tích cực,giao hàng nhanh sản_phẩm đẹp lắm nhưng chưa sử_dụng nên chưa biết như_thế_nào,giao hàng nhanh sản_phẩm đẹp lắm nhưng chưa sử_dụng nên chưa biết như_thế_nào
"Mua cả 2 loại type C, loại cao cấp nghe trong rõ còn loại thường nghe rè, anh em nào muốn nghe nhạc thì phải chọn loại cao cấp nghen, loại thường dùng chống cháy thôi, hàng đóng gói cẩn thận.","mua cả 2 loại type c , loại cao_cấp nghe trong rõ còn loại thường nghe rè , anh_em nào muốn nghe nhạc thì phải chọn loại cao_cấp nghen , loại thường dùng chống cháy thôi , hàng đóng_gói cẩn_thận .",5,tích cực,"mua cả 2 loại type c , loại cao_cấp nghe trong rõ còn loại thường nghe rè , anh_em nào muốn nghe nhạc thì phải chọn loại cao_cấp nghen , loại thường dùng chống cháy thôi , hàng đóng_gói cẩn_thận .","mua cả 2 loại type c , loại cao_cấp nghe trong rõ còn loại thường nghe rè , anh_em nào muốn nghe nhạc thì phải chọn loại cao_cấp nghen , loại thường dùng chống cháy thôi , hàng đóng_gói cẩn_thận ."
Giao hàng nhanh chóng. Mình mua BH 12 tháng nhưng kh thấy phiếu bảo hành hay bất kỳ giấy gì hết,giao hàng nhanh_chóng . mình mua bh 12 tháng nhưng không thấy phiếu bảo_hành hay bất_kỳ giấy gì hết,5,tích cực,giao hàng nhanh_chóng . mình mua bh 12 tháng nhưng không thấy phiếu bảo_hành hay bất_kỳ giấy gì hết,giao hàng nhanh_chóng . mình mua b@@ h 12 tháng nhưng không thấy phiếu bảo_hành hay bất_kỳ giấy gì hết
Sản phẩm tốt nhất trong tầm giá ạ.,sản_phẩm tốt nhất trong tầm giá ạ .,5,tích cực,sản_phẩm tốt nhất trong tầm giá ạ .,sản_phẩm tốt nhất trong tầm giá ạ .
Chất vải và form áo ok so với giá tiền. Giao hàng nhanh. Áo ko quá dày cũng ko quá mỏng. Mua để mặc hằng ngày thường xuyên ok,chất_lượng vải và form áo_ok so với giá tiền . giao hàng nhanh . áo không quá dày cũng không quá mỏng . mua để mặc hằng ngày thường_xuyên ok,4,tích cực,chất_lượng vải và form áo_ok so với giá tiền . giao hàng nhanh . áo không quá dày cũng không quá mỏng . mua để mặc hằng ngày thường_xuyên ok,chất_lượng vải và form áo_@@ ok so với giá tiền . giao hàng nhanh . áo không quá dày cũng không quá mỏng . mua để mặc hằng ngày thường_xuyên ok
